"","F1","F2","F5","F6","F7","F10","F11","F12","F13","F14","F15","F18","F19","F20","F22","F23","F26","F27","F28","F29","F30","F31","F34","F35","F36","F37","F38","F39","F42","F43","F44","F46","F47","F50","F51","F52","F53","F54","F55","F58","F59","F60","F61","F62","F63","F66","F67","F68","F69","F70","F71","F74","F75","F76","F77","F78","F79","F82","F83","F84","F85","F86","F87","F90","F91","F92","F93","F94","F96"
"P51153",2625.65471851564,1596.3952322376,4078.06425590642,3997.98069603887,3006.98368012482,3729.31548961892,3510.73199843837,3287.34619130008,6367.2556189583,4674.57319886685,4047.93467464499,3903.36453351805,2753.40718670549,4352.84099143399,5364.493797199,3546.72102028319,2240.94166738935,3751.11910301275,5024.4865593508,3368.08772179664,4344.38560768664,4204.16814927894,4711.02873275323,3582.74789318697,4334.54020151277,3918.66600257125,3305.02614535737,4024.8811229462,3305.24060428229,3734.59566192632,4525.89414999269,5409.92455183341,3092.3296508772,3745.91429745316,5444.53984905158,4112.90322958497,4830.6816999487,3106.13593028697,4220.10755013589,3149.14665352459,3932.96380416102,1849.88294535803,3116.46708152426,7224.24446413783,3828.03508325277,3536.19928333808,5281.75709418961,7495.80195531207,5080.38575171643,4707.21823362511,3700.29261017901,4796.13857754479,4117.13519351857,3424.34717737556,4719.7244843211,3941.22757029264,3529.56668091409,3265.7129492352,3702.8438303115,3346.43300772003,5336.48504143533,3830.02950149531,3153.25065543048,4330.9911434772,6321.52875681432,4388.14060207117,6191.47981922555,4431.37722891143,4510.32699901313
"P11310",7458.20844494565,6555.74136447254,6403.38875706153,8387.21259093718,14608.8188595128,4123.40684588464,8483.85447804473,13513.2932142466,3323.97062906521,6371.28220704313,6991.04395496335,3506.93158716865,8696.51972092832,4576.19119878023,5064.72194846582,5823.0321791423,887.989737360816,3551.53082843957,8576.47215760641,6963.82726193018,8358.54057669973,5724.78738511252,7944.61149963722,6205.21803512367,6292.29121094335,9423.76322715249,11649.2452981086,2498.04665016722,3606.12077517183,7517.8384682101,6026.3584817177,4601.94964726987,6137.56247274983,6479.38430442826,4644.72940610674,15330.9237267405,7158.99336211131,10173.0539100123,13280.8383978516,7685.22094047977,9241.03232550829,6878.60773778591,2187.58401699458,10502.6867152221,10079.4376595067,7598.94594255197,7385.2736911495,6784.39314620528,8396.21969744929,10639.9716520041,12052.1648806336,5898.72711628754,10259.7306421395,3287.94276991392,8574.16544672249,11666.8250717842,9852.29246098481,5360.79287551158,7269.44012169442,6590.37781191476,7776.37820505016,5884.20138249313,11293.1581780158,1450.05385415485,6784.33719218911,9753.36438928386,6364.96113976763,1821.83361068411,12673.8860804915
"O76021",10677.8504935571,2291.8294976346,1033.80402264787,2288.63039399831,10867.9400845234,0,172.174626250528,7467.08441985331,18402.0101407948,33023.7499230887,5398.48589990354,14162.9401946695,10600.5185839034,20595.3508790446,7408.59255848015,7639.24111842899,5803.89938355591,12720.3649388034,22199.4963355805,20920.9284769284,3821.90079590706,5418.80817434497,0,1154.96908784051,23904.9744239425,7166.30651837276,14006.8521254088,3344.34971936657,19517.1603473448,23889.1986783247,14290.9009523278,17357.9831554457,16362.4895541781,0,17065.2123404759,10871.2734370662,34831.0941758496,6290.83944431034,25848.8140147959,4094.23681444462,7153.22987148618,17100.772498278,4237.48381770992,3588.74457016188,2169.20637765151,24256.1765997719,14040.3787508715,1661.33358213569,26524.5072169943,2019.13323723798,1226.99905086067,19868.1896176643,14238.1669794805,6662.77488182042,9690.55947547873,10759.8366641074,6626.48873383652,1586.51366072788,4775.24091445466,13150.9379520592,9780.03439120666,473.020587346811,29894.1220276,21629.3090962647,22995.1516775384,36246.9364747212,13608.0951205309,10690.4628060072,19463.621503411
"P51571",1970.45247766751,4989.62566769199,5288.08973129114,3489.32445630421,9520.20622649264,3766.31938662729,3483.57030417628,5797.4517648528,4209.09887510711,3421.70629414599,5257.3763569924,8215.08618805355,5529.7271559215,3979.14942109143,8313.74731519737,4629.91372597617,6476.77342406479,3961.30217484785,3366.04019288123,3266.91912129352,4889.54749702531,3291.08459177229,4198.29224060916,4021.39829729989,4563.99919005657,3857.59543907922,8360.58834737525,3890.28960792473,3609.67035480421,2193.3356380319,5899.81042174618,3555.07064590456,4015.79630451623,2945.90983511376,5318.73469319802,9816.56820828715,4922.95957729931,5255.67482127767,5076.88390004933,4840.50019329102,6173.75793309474,4104.33873250273,3968.22221829996,5836.59540108335,4453.54352272284,3324.69037472376,3655.28413697699,3398.11302300294,3348.80887160889,1911.94457142507,4939.03407627154,2336.87009024048,7668.02508813401,3979.4767459633,3426.5593480534,9629.72418284189,3068.92077197901,3715.19830021057,4043.36750433846,5776.79448485262,4456.81748069396,3357.11004709233,3741.06474128436,0,2796.07264256488,4072.78555836388,3681.02595645041,0,4365.85232849516
"Q99436",20288.2045961495,20720.4843758989,14866.2883282911,21597.6151660445,20201.7788796213,16375.0907971086,18685.5434442514,11587.0757763679,16322.555701529,15903.3090976754,17296.7591095776,20913.5299860433,16797.6293494656,15437.9712277772,19826.7878546107,16205.5993826928,20022.1649652635,18121.5648133461,16281.7062095055,16350.6275517419,16104.3275550522,14931.0860268676,17323.6582049291,20368.5885220784,13356.3819593396,12846.7024979467,18477.3038233157,12217.2160607543,14356.9080294013,16459.913648923,21766.4308467528,15231.3128849284,14406.7345715702,19092.4744321698,13285.89027523,16715.9393142715,14558.8011200607,15289.0505486554,16874.4623457307,19147.4920806666,17107.3971225749,15486.8306099448,11804.658142898,13979.6763927453,15556.9935477588,19112.1628405968,15153.1746046821,15359.4832654439,15406.7459159307,16985.8607966519,17505.5374099587,16237.7658541543,16457.6781577704,16800.9018524307,13223.755323564,13923.0064219717,18527.2228385077,15097.5526817203,15607.7528177151,15942.5296873484,14976.6393069432,16484.7599859433,13924.2504200624,16868.2604998995,15725.0785481474,20722.2924558452,15806.8607156481,17482.7483743258,16475.3907769641
"P08133",2152.14919304252,6151.81388074171,2362.14341464592,10596.9418979512,3474.07996713414,551.904690332177,943.585960422245,2033.48829672331,3501.66762186841,3526.82410862597,767.386020935753,436.136592061304,5700.03920199828,1455.25707761597,6841.42956644208,1515.53882938168,786.947996417216,3718.31740132493,721.907393173412,8134.71534119384,862.866234652267,3279.27112498118,2351.55077305009,2137.18656103049,1741.90463328474,7606.97105003388,5156.80103301784,4075.63894028387,497.014061769482,2631.64484830813,0,6381.6758567024,4562.13472102062,799.643505977052,8388.8370801576,7123.25418730244,3171.77992074262,10214.1661064327,1685.68481365229,0,6913.22318968009,3657.45070079517,3972.51652573587,7673.16370721155,5513.21292461376,0,2214.29892418253,940.343414123498,1555.91252972235,2081.58908785555,1765.43255642461,1201.31658827871,3306.15922045067,3932.67423062314,0,1727.51236683809,6442.29130875921,3575.34031497593,3936.59775195767,3796.47278369393,7317.63632477776,5130.3647680375,3904.6496217065,2080.55807638661,5540.15900007771,6429.58822974148,7055.56039978753,3295.81996795849,0
"P26583",3448.20857404065,4073.99840501605,5905.19138397148,8736.8406026018,11362.408384414,13587.2881789965,2361.59551240745,3278.9891279398,4671.59657802032,2531.7836917269,3050.59346497271,5400.19700889918,9818.69482995288,5491.04665506578,16532.3672633454,9694.70067135636,7942.04473261696,11790.3564687471,11248.104983521,6161.44008956844,5879.11889458937,11210.3033018344,6996.66685789412,9044.20135176759,10016.7806683599,10601.6665812481,5568.64001003541,6570.15425794185,10517.2064622663,6625.16541799907,8912.53459712271,11737.9585630917,12731.2401863938,6281.46591186953,11870.8741586564,7744.35237005909,7796.64342804245,8278.84525277253,11302.8360213885,0,4317.2280312225,4354.36415281787,6739.46473079593,14025.7687514756,11378.3122350295,11195.3197734354,8167.43948600548,13012.333288474,7242.75148262301,12214.2315755545,13667.0888908007,14267.0720914718,12056.3246213545,9518.90690291582,7696.36442226437,11047.5511359693,4378.65169952049,6456.61898321294,3636.33265452926,3631.06397984364,6148.69264750765,11857.8181745826,10374.2388911798,10841.3374481322,9421.32227848513,8603.69288073399,9008.10291394115,10900.7742098977,9959.74438197205
"O60869",19247.810511152,15133.8842972365,21796.8577139836,19715.2228739406,16328.381218711,16190.7214112845,9213.46316499021,20285.6937628586,17373.8411606414,16238.1488564332,15994.2847359909,4114.38337126847,9472.87019434356,10180.8346597427,16556.9979080054,6344.94745520253,25082.6800391671,13960.6288670646,15769.4528750513,15128.7528650009,17243.5727389793,18073.133977784,20769.1858525615,18434.8551839817,13556.5701659753,15097.822349725,11246.0370630849,18600.1680668931,16986.2102325664,16168.7710495011,15160.6091039873,12856.2499821879,19288.6292943584,21692.9488652008,16095.0383137936,14857.6027349629,14440.3951997878,11114.190873023,15512.8675749043,14669.435424503,17335.9854960469,16137.5700213812,14252.0786593095,19933.2032610012,17511.9028586874,11064.5240230817,14826.071468719,21007.035522551,14796.3908889781,18711.6710362316,15488.1305301831,12008.0884960877,14468.303267432,16020.0654064536,21681.724408172,17762.8949218341,19311.6203811982,17771.3293639106,19458.1039517997,18498.2293951005,11934.3366092079,17256.5420728661,14295.3643703731,15901.1061073258,17214.51539022,12099.515648335,19076.8332959346,17197.3996389577,12308.2738596284
"Q16881",5512.77087472536,5534.14470265162,11811.3250913416,7276.85685992996,2866.8467653463,8737.49791314181,6197.32920789005,1046.97637423734,618.506995939241,3594.63930601058,6995.07295213922,7506.87790875392,7460.24298989944,2410.97941123493,5056.70904192753,7006.50617476058,4988.60542245267,3206.97219461265,11977.9579534725,3779.70906027583,8667.35675474422,9847.83949697784,5202.22732114109,6877.7420311683,3502.48479729057,1833.39400378242,2421.19409192109,1342.84471068636,6872.54227158732,4732.99547781518,7178.12723842155,3636.12377605496,6350.49593708411,7249.64757231732,0,744.503277460672,6351.36836722168,1486.5078168933,7215.39157899063,11428.1971881189,7359.49937964406,4177.26054877006,7914.3474758857,1660.14393417655,8156.78680385681,6564.23875627886,4239.69019204078,9027.60435025057,8077.9996416975,10061.8243357585,8250.61711097338,4174.80706230023,6653.20239651439,8592.42225018627,2590.91409312909,6474.7192409447,2786.66041096795,10234.4150507923,6069.68762332307,8804.8693373854,4650.34531322132,6775.76896673643,7516.15622013215,7856.51077273885,0,3512.76744479443,2188.50083454128,4648.18235022945,10489.5871352718
"P30050",61395.4175280571,42864.2333834906,51019.3586195847,55214.0669610668,61673.2449725365,49057.4240132166,47722.4645984771,66484.8657406858,50022.916482682,57057.0096411889,49624.3627843771,51084.9972386414,52325.5826994966,48824.2414755062,41233.8584560561,38520.1765552644,32885.4125146515,72420.8747790507,46024.0497957929,48101.3255420038,65984.0145941984,45752.1283315985,43110.2109428089,54885.9265232792,46704.564110161,44884.0913982295,44488.8577533792,47804.136769595,35177.588778095,49547.0233013556,27976.032840435,49843.6205171916,42730.9150284703,51448.2772525743,43892.8319926429,39633.0015151842,54593.2152770039,55155.7776914113,48371.9184816726,50829.4619316123,59762.9365860545,95617.9178852492,47441.5957068607,74101.6129879188,51833.4586881218,52350.1287630112,69340.2104314171,50231.4938728303,56399.1425830103,53891.3507888362,42327.5428837317,35065.398605448,58048.5959696924,53410.6029953879,70448.5269474456,48978.3744741878,49949.6986136856,45921.6326712836,47689.4604004137,48990.2253833874,49240.1029260391,48291.114028762,54502.0008165944,49402.0391990032,39013.3166344346,44738.5968338407,151804.122994515,37220.3860592156,47965.5076631025
"Q9NPH2",0,4105.02776393306,3312.22712953102,2931.08615490914,0,3423.65153737639,3821.38603354872,1154.56567794349,22065.4904330336,19538.3868478507,4313.25446913946,17539.3060989153,4897.78312232192,1646.1599912832,8976.95513551872,7024.97111231175,1447.88868100196,7340.0932821317,6321.8079765723,15831.9523411961,2022.62781104984,955.69607956274,5313.40961738553,2556.40654965225,13717.2767908273,1896.34852411196,4989.19861742638,0,25029.0804842355,19017.5965406527,0,13864.8071373175,7309.95123525865,2469.55022797144,13845.1779559612,12142.8788461795,12964.5409634458,947.364403886733,3094.96704305367,4046.49404918096,1470.86560404703,9372.65185045625,1348.53749865787,6754.97840871838,7486.00757051922,9891.95072694186,7135.83717020411,2099.83453987366,19717.6500964313,2172.66498304862,1898.22031652314,3114.93966688424,2902.42545665282,2570.39690777398,1375.98215633864,2370.78242321999,7737.51956428342,2765.72326041159,2596.56988872373,2314.7145485421,6747.88786355676,1723.40783394677,24381.509804989,9212.76989872244,34864.0897293938,3391.62042498863,1425.33676890939,21532.0233303251,11751.7204050977
"Q9Y3U8",18533.6060118991,16511.1564985311,14530.3747939482,7996.19245571775,19870.9152229946,19725.236090752,16508.8943530168,15437.0421568909,8306.2191041267,21764.1691099647,22051.2517435483,27584.6442411929,12390.3198370188,18294.8441671882,16996.7409328148,14735.755619781,18019.4339596817,20521.246755452,14300.3229346135,17625.9448364937,13176.5278396461,20718.7227799817,15486.236146927,18791.2261083272,17054.7435911788,7971.5847914364,11256.1098172229,13622.6229166082,11129.8724128697,15408.5479991885,21780.0582443606,21392.9967591135,17497.9648177325,11660.3805315522,21463.8969151,16895.5301033077,24717.1671183986,9064.77276564242,21330.8215753874,11489.8567220524,19228.1708278629,25799.4076670407,14412.2013631748,15430.8693747041,13777.6954016779,24307.9385763534,16202.0779490282,18983.4703067096,33184.2119866711,22708.5715628948,20354.6974185559,17132.2286113713,16530.9326793525,25219.220147054,26952.0673823208,25608.5628113299,28106.5663425751,13795.7568515801,20824.3157336808,27525.7438187155,23042.5541509875,27223.6442928893,30620.7236327424,18129.9419955599,29448.8601578342,14164.6782155479,21302.3939127073,21373.6475405173,23763.3732776639
"Q99417",0,4648.24902966822,1593.99594505489,0,2234.39361271261,2251.42829966636,4401.14060927834,2015.19430990338,0,1989.42660001561,3180.92547924975,5613.58019051551,6768.07438172864,2230.4231997762,3444.31756821873,3595.99097809608,1899.65424208665,3978.95837764923,3555.26713114791,2039.30591662467,2159.61015417589,3386.62511470984,5494.7230927763,7508.41310821218,2616.15339249105,8673.48401811225,5265.47740494481,3832.36280745375,5694.08460295092,1866.11640260343,1948.8905766422,5128.97097901592,1884.26518166056,2277.34379725315,1587.12513688963,0,4928.68364970898,6774.36729048417,4115.52985203656,4147.73150838667,4119.18363305959,5368.62897282789,8397.09515165098,6416.5600042315,4554.91655066024,1436.84586523957,5331.87811548644,2088.02603998562,6307.15623168828,2511.48509773396,3468.57333481691,2139.75169951095,2318.33976825974,0,0,3765.76214598034,5723.72900299856,3994.31095365027,4352.29615953878,2632.93553726728,7792.13341169103,1363.27320498077,3917.16448609671,2447.32103043542,1999.7234890525,5366.90161756005,0,0,6788.14049248176
"P52566",0,1964.99918712224,0,15795.9821821301,13022.3505996649,8390.72668164049,0,3383.44578873245,12346.5406196047,8046.53692342748,8285.24966385649,6679.27508035819,4860.95833521505,3579.25463457909,16956.2851717342,14732.8527197798,1282.94899116965,0,12761.6018139552,3490.57844611357,9018.81007292556,1647.07764247815,9367.67237437299,10766.8987447932,5785.77203204978,0,3335.18054326058,0,5023.63339837272,0,0,7346.51458412529,6353.31961662624,11180.0115040702,14590.9234259485,1577.73191533927,5150.70297168434,7070.02390402581,0,0,8300.11374686502,7192.05447697824,5892.63528821075,0,0,0,0,19691.1816170251,0,13245.6767396028,5890.36424429775,3048.30105079795,10860.4977060703,0,7031.82790808713,0,3580.37162668401,0,6815.09904857707,11362.9319680139,0,0,0,9477.58305178723,8044.41694933846,4957.27842542466,14403.9051830966,22511.666727572,0
"Q9H3K6",26628.1287882473,21514.4298875199,19574.1196369302,14880.3757227516,27296.8314773227,21062.5353024818,22403.6519764205,13178.1704483534,9783.00593902512,10082.6561799828,18564.3416540624,3112.0434842869,24994.7548678937,19652.7445053624,18319.9366550489,18832.7341273489,28331.3119672721,22476.1149785963,21711.8025901682,24267.0299442536,17260.2606273618,19744.8701743212,19546.6625050686,23392.1863569116,12896.0366187635,19289.4863452781,17932.2642328211,26631.6329154314,22722.4312825529,17538.2095600053,26343.5417987078,17903.8497475016,27114.6392031794,29952.4223060482,19713.823837042,32255.5219622691,22306.8724831842,22447.8016202186,20864.1007368868,26843.5164458346,13277.7545337649,34338.8678725362,22105.377502368,10374.9895171886,19583.1424246155,19061.7492536949,19315.7656570779,24313.3442598516,19301.2966512854,27952.8679394539,23525.1307702398,9763.21963279563,10157.3541505074,28491.4757469838,15505.4744561389,28129.365919923,32185.0825423108,18999.612707426,19119.8678015454,25653.2924386402,18623.4514957827,18121.9987234194,17610.0716022534,13825.4844120141,16988.8751325985,21264.9943718149,11596.1210462299,17012.0174524423,23648.1270440747
